stage,category,tier,cost,use,name,url,status,notes
scaffold,dev-resources,more,free,"asset or tool, check per item",PlayCode,https://playcode.io/,live,JavaScript playground with instant preview
scaffold,dev-resources,more,free,"asset or tool, check per item",All The Tags,https://allthetags.com/,live,Reference explaining every HTML tag briefly
scaffold,dev-resources,more,free,"asset or tool, check per item",Vue Telemetry,https://vuetelemetry.com/,live,Detects Vue plugins and stack behind websites
scaffold,dev-resources,more,free,"asset or tool, check per item",Grid.js,https://gridjs.io/,live,"Open source TypeScript table plugin, framework agnostic"
scaffold,dev-resources,more,free,"asset or tool, check per item",Gerillass,https://gerillass.com/,live,Sass mixin and function library for scalable CSS
scaffold,dev-resources,more,free,"asset or tool, check per item",Sketchize,https://www.sketchize.com/,live,"Printable sketch sheets for mobile, tablet and desktop layouts"
scaffold,dev-resources,top,free,"asset or tool, check per item",DevDocs,https://devdocs.io/,live,Combined searchable API documentation for many languages and tools
scaffold,dev-resources,more,free,"asset or tool, check per item",papersizes,https://papersizes.io/,live,Reference of international paper sizes and dimensions
scaffold,dev-resources,more,free,"asset or tool, check per item",flexboxfroggy,http://flexboxfroggy.com/,live,Game that teaches flexbox by writing CSS
scaffold,dev-resources,more,free,"asset or tool, check per item",Designbetter Books,https://www.designbetter.co/books,moved,Free books on design practice from InVision
scaffold,dev-resources,more,free,"asset or tool, check per item",OverAPI,https://overapi.com/,live,Aggregated cheat sheets for many languages
scaffold,dev-resources,more,freemium,"asset or tool, check per item",Pageclip,https://pageclip.co/,live,Form backend endpoint for static HTML sites
scaffold,dev-resources,top,free,"asset or tool, check per item",Shields,https://shields.io,live,Generates status badges for READMEs with custom styling
scaffold,dev-resources,more,free,"asset or tool, check per item",williamsharkey,http://williamsharkey.com/Shapes.html,dead(404),Random SVG graphic generator
scaffold,dev-resources,more,free,"asset or tool, check per item",QR Code Generator,https://markodenic.com/tools/qr-code-generator/,live,Generates QR codes for URLs
scaffold,dev-resources,more,free,"asset or tool, check per item",PapersDB,https://papersdb.com/,live,Paper size database in metric and imperial units
scaffold,dev-resources,more,free,"asset or tool, check per item",SETools.xyz,https://www.setools.xyz/,live,Collection of free online utility tools
scaffold,dev-resources,more,free,"asset or tool, check per item",SmallDev.tools,https://SmallDev.tools/,unverified,"Beautify, minify and test data utilities for developers"
scaffold,dev-resources,more,free,"asset or tool, check per item",Angry Tools,https://angrytools.com/,live,"Web generators for CSS, gradients and images"
scaffold,dev-resources,more,freemium,"asset or tool, check per item",Rapid API,https://rapidapi.com/hub,live,API marketplace with hosted keys and testing
scaffold,dev-resources,more,free,"asset or tool, check per item",Readme.so,https://readme.so,live,Editor that assembles README files from sections
scaffold,dev-resources,more,free,"asset or tool, check per item",Showcode,https://showcode.app,live,Code screenshot generator with themes
scaffold,dev-resources,top,free,"asset or tool, check per item",tldraw,https://www.tldraw.com,live,Open source whiteboard with an embeddable canvas SDK
scaffold,dev-resources,more,free,"asset or tool, check per item",devices.css,http://marvelapp.github.io/devices.css/,live,CSS-only phone and tablet device frames
scaffold,dev-resources,more,free,"asset or tool, check per item",Troopl,https://troopl.com,live,Portfolio builder for developers
scaffold,dev-resources,more,freemium,"asset or tool, check per item",Apifox,https://apifox.cn,live,"API design, mock and test workspace, Postman-style"
scaffold,dev-resources,more,free,"asset or tool, check per item",Clipperly,https://clipperly.com/,live,File conversion and optimization service
scaffold,dev-resources,more,free,"asset or tool, check per item",DebugBear Speed Test,https://www.debugbear.com/test/website-speed,live,Page speed test with Core Web Vitals breakdown
scaffold,dev-resources,more,free,"asset or tool, check per item",Code Beautify,https://codebeautify.org/,live,"Formatters, validators and converters for many data formats"
scaffold,dev-resources,more,free,"asset or tool, check per item",appydev,https://appydev.co/,live,Directory of tools and resources for makers
scaffold,dev-resources,more,free,"asset or tool, check per item",ExtendsClass,https://extendsclass.com/,live,Online developer utilities including compressors and playgrounds
scaffold,dev-resources,more,free,"asset or tool, check per item",RunJS,https://runjs.app/play,live,Online JavaScript playground
scaffold,dev-resources,more,free,"asset or tool, check per item",Pillarstack,https://www.pillarstack.com/,live,Resource collection for front-end developers and designers
scaffold,dev-resources,more,free,"asset or tool, check per item",ToolsHref,https://toolshref.com,live,Java code analyzer and JSON to Mermaid visualizer
scaffold,dev-resources,more,free,"asset or tool, check per item",Toolbox Kit,https://toolbox-kit.com/,live,"Client-side developer tools: formatters, testers and generators"
motion,scrollytelling,top,free,open-source library,Lenis,https://github.com/darkroomengineering/lenis,live,Lightweight smooth scroll; drive ScrollTrigger.update from its rAF and destroy it under prefers-reduced-motion |
motion,scrollytelling,top,free,open-source library,Scrollama,https://github.com/russellsamora/scrollama,live,"Step-based scrollytelling on IntersectionObserver, the data-journalism standard |"
motion,scrollytelling,more,free,open-source library,Closeread,https://closeread.dev,live,"Quarto extension for declarative scrollytelling (sticky visuals, focus-on steps, pan and zoom), MIT |"
motion,scrollytelling,more,free,open-source library,@bsmnt/scrollytelling,https://github.com/basementstudio/scrollytelling,live,Declarative React layer over ScrollTrigger with a 0-100 progress timeline; MIT but inactive since 2024 |
motion,scrollytelling,top,free,open-source library,GSAP ScrollTrigger,https://gsap.com/docs/v3/Plugins/ScrollTrigger/,live,"Scroll-driven animation reference (scrub, pin, toggleActions); the whole GSAP plugin set is free since 3.13 |"
motion,js-animation,more,free,open-source library,SplitType,https://github.com/lukePeavey/SplitType,live,"Splits text into chars, words and lines for masked reveals, MIT |"
motion,webgl,more,free,open-source library,detect-gpu,https://github.com/pmndrs/detect-gpu,live,GPU tier detection to gate WebGL effects behind measured capability instead of user-agent guesses |
motion,webgl,more,free,open-source library,React Three Fiber,https://r3f.docs.pmnd.rs,live,React renderer for three.js |
motion,webgl,more,free,open-source library,drei,https://github.com/pmndrs/drei,live,"Helper collection for React Three Fiber (useProgress for honest loaders, Float, Environment) |"
motion,webgl,more,free,open-source library,gltfjsx,https://github.com/pmndrs/gltfjsx,live,Turns glTF models into reusable JSX components |
motion,webgl,more,free,open-source library,webgl-noise,https://github.com/stegu/webgl-noise,live,MIT simplex and classic noise in GLSL; the canonical source to take noise shaders from |
motion,webgl,more,free,open-source library,lil-gui,https://lil-gui.georgealways.com,live,Bounded tuning panel for dialing subjective parameters during design; never ships to production |
motion,webgl,more,free,learning resource,The Book of Shaders,https://thebookofshaders.com,live,Step-by-step fragment-shader course |
motion,webgl,more,free,learning resource,Shadertoy,https://www.shadertoy.com,live,Live-coded shader gallery for studying techniques |
color,color-tools,more,free,reference,Okabe-Ito palette,https://jfly.uni-koeln.de/color/,live,Eight-color palette safe for the common color-vision deficiencies; the default fix for chart series hues |
motion,webgl,more,free,open-source library,@react-three/eslint-plugin,https://www.npmjs.com/package/@react-three/eslint-plugin,live,"Official lint rules for the R3F frame loop (no-new-in-loop, no-clone-in-loop) |"
motion,webgl,more,free,open-source library,three-stdlib,https://github.com/pmndrs/three-stdlib,live,"Maintained ESM fork of the three.js examples modules, tree-shakable |"
motion,webgl,more,free,open-source library,@react-spring/three,https://www.npmjs.com/package/@react-spring/three,live,"Spring animation with its own loop outside React, the documented way to animate R3F without setState |"
motion,webgl,more,free,learning resource,Discover three.js: Tips and Tricks,https://discoverthreejs.com/tips-and-tricks/,live,Reference page for three.js memory management and disposal |
motion,webgl,more,free,open-source library,cobe,https://cobe.vercel.app,live,Lightweight WebGL dotted globe |
motion,js-animation,more,free,open-source library,canvas-confetti,https://github.com/catdad/canvas-confetti,live,"Ephemeral canvas confetti, the de-facto standard; trigger on events, never on load |"
motion,css-animation,more,free,open-source library,tw-animate-css,https://github.com/Wombosvideo/tw-animate-css,live,"Utility keyframes for Tailwind v4, successor of tailwindcss-animate |"
build,react-ui,more,free,open-source library,react-tweet,https://react-tweet.vercel.app,live,Static tweet rendering without widgets.js |
scaffold,dev-resources,more,free,open-source library,Shiki,https://shiki.style,live,Build-time syntax highlighting |
imagery,svg,more,free,open-source library,svg-dotted-map,https://www.npmjs.com/package/svg-dotted-map,live,Dotted world maps as pure SVG |
